timestamp,latitude,longitude,wind_u,wind_v,current_u,current_v
2026-09-20T09:00:00Z,19.125,71.85,5.2,-1.8,0.0,-1.1
2026-09-20T10:00:00Z,19.125,71.85,5.2,-1.8,0.0,-0.9
2026-09-20T11:00:00Z,19.125,71.85,5.2,-1.8,0.0,-0.9
2026-09-20T12:00:00Z,19.125,71.85,5.2,-1.8,0.169,-0.679
2026-09-20T13:00:00Z,19.125,71.85,5.2,-1.8,0.0,-0.5
2026-09-20T14:00:00Z,19.125,71.85,5.2,-1.8,0.0,-0.5
2026-09-20T15:00:00Z,19.125,71.85,5.2,-1.8,0.0,-0.5
2026-09-20T16:00:00Z,19.125,71.85,5.2,-1.8,0.0,-0.5
2026-09-20T17:00:00Z,19.125,71.85,5.2,-1.8,-0.185,-0.571
2026-09-20T18:00:00Z,19.125,71.85,5.2,-1.8,-0.185,-0.571
2026-09-20T19:00:00Z,19.125,71.85,5.2,-1.8,-0.185,-0.571
2026-09-20T20:00:00Z,19.125,71.85,5.2,-1.8,0.0,-0.4
2026-09-20T21:00:00Z,19.125,71.85,5.2,-1.8,0.0,-0.2
2026-09-20T22:00:00Z,19.125,71.85,5.2,-1.8,0.2,0.0
2026-09-20T23:00:00Z,19.125,71.85,5.2,-1.8,0.356,0.182
2026-09-21T00:00:00Z,19.125,71.85,5.2,-1.8,0.354,0.354
2026-09-21T01:00:00Z,19.125,71.85,5.2,-1.8,0.497,0.336
2026-09-21T02:00:00Z,19.125,71.85,5.2,-1.8,0.497,0.336
2026-09-21T03:00:00Z,19.125,71.85,5.2,-1.8,0.571,0.185
2026-09-21T04:00:00Z,19.125,71.85,5.2,-1.8,0.4,0.0
2026-09-21T05:00:00Z,19.125,71.85,5.2,-1.8,0.356,-0.182
2026-09-21T06:00:00Z,19.125,71.85,5.2,-1.8,0.336,-0.497
2026-09-21T07:00:00Z,19.125,71.85,5.2,-1.8,0.169,-0.679
2026-09-21T08:00:00Z,19.125,71.85,5.2,-1.8,0.172,-0.883
2026-09-21T09:00:00Z,19.125,71.85,5.2,-1.8,0.375,-0.927
2026-09-21T10:00:00Z,19.125,71.85,5.2,-1.8,0.515,-0.857
2026-09-21T11:00:00Z,19.125,71.85,5.2,-1.8,0.542,-0.719
2026-09-21T12:00:00Z,19.125,71.85,5.2,-1.8,0.719,-0.542
2026-09-21T13:00:00Z,19.125,71.85,5.2,-1.8,0.713,-0.363
2026-09-21T14:00:00Z,19.125,71.85,5.2,-1.8,0.713,-0.363
2026-09-21T15:00:00Z,19.125,71.85,5.2,-1.8,0.497,-0.336
2026-09-21T16:00:00Z,19.125,71.85,5.2,-1.8,0.566,-0.566
2026-09-21T17:00:00Z,19.125,71.85,5.2,-1.8,0.336,-0.497
2026-09-21T18:00:00Z,19.125,71.85,5.2,-1.8,0.169,-0.679
2026-09-21T19:00:00Z,19.125,71.85,5.2,-1.8,0.172,-0.883
2026-09-21T20:00:00Z,19.125,71.85,5.2,-1.8,0.172,-0.883
2026-09-21T21:00:00Z,19.125,71.85,5.2,-1.8,0.169,-0.679
2026-09-21T22:00:00Z,19.125,71.85,5.2,-1.8,0.185,-0.571
2026-09-21T23:00:00Z,19.125,71.85,5.2,-1.8,0.354,-0.354
2026-09-22T00:00:00Z,19.125,71.85,5.2,-1.8,0.5,0.0
2026-09-22T01:00:00Z,19.125,71.85,5.2,-1.8,0.5,0.0
2026-09-22T02:00:00Z,19.125,71.85,5.2,-1.8,0.571,0.185
2026-09-22T03:00:00Z,19.125,71.85,5.2,-1.8,0.571,0.185
2026-09-22T04:00:00Z,19.125,71.85,5.2,-1.8,0.4,0.0
2026-09-22T05:00:00Z,19.125,71.85,5.2,-1.8,0.212,-0.212
2026-09-22T06:00:00Z,19.125,71.85,5.2,-1.8,0.0,-0.4
2026-09-22T07:00:00Z,19.125,71.85,5.2,-1.8,0.0,-0.5
2026-09-22T08:00:00Z,19.125,71.85,5.2,-1.8,0.0,-0.7
2026-09-22T09:00:00Z,19.125,71.85,5.2,-1.8,0.169,-0.679
2026-09-22T10:00:00Z,19.125,71.85,5.2,-1.8,0.363,-0.713
2026-09-22T11:00:00Z,19.125,71.85,5.2,-1.8,0.336,-0.497
2026-09-22T12:00:00Z,19.125,71.85,5.2,-1.8,0.497,-0.336
2026-09-22T13:00:00Z,19.125,71.85,5.2,-1.8,0.679,-0.169
2026-09-22T14:00:00Z,19.125,71.85,5.2,-1.8,0.7,0.0
2026-09-22T15:00:00Z,19.125,71.85,5.2,-1.8,0.7,0.0
2026-09-22T16:00:00Z,19.125,71.85,5.2,-1.8,0.5,0.0
2026-09-22T17:00:00Z,19.125,71.85,5.2,-1.8,0.356,-0.182
2026-09-22T18:00:00Z,19.125,71.85,5.2,-1.8,0.182,-0.356
2026-09-22T19:00:00Z,19.125,71.85,5.2,-1.8,0.185,-0.571
2026-09-22T20:00:00Z,19.125,71.85,5.2,-1.8,0.169,-0.679
2026-09-22T21:00:00Z,19.125,71.85,5.2,-1.8,0.169,-0.679
2026-09-22T22:00:00Z,19.125,71.85,5.2,-1.8,0.336,-0.497
2026-09-22T23:00:00Z,19.125,71.85,5.2,-1.8,0.497,-0.336
2026-09-23T00:00:00Z,19.125,71.85,5.2,-1.8,0.679,-0.169
2026-09-23T01:00:00Z,19.125,71.85,5.2,-1.8,1.1,0.0
2026-09-23T02:00:00Z,19.125,71.85,5.2,-1.8,1.086,0.172
2026-09-23T03:00:00Z,19.125,71.85,5.2,-1.8,0.9,0.0
2026-09-23T04:00:00Z,19.125,71.85,5.2,-1.8,0.679,-0.169
2026-09-23T05:00:00Z,19.125,71.85,5.2,-1.8,0.497,-0.336
2026-09-23T06:00:00Z,19.125,71.85,5.2,-1.8,0.172,-0.883
2026-09-23T07:00:00Z,19.125,71.85,5.2,-1.8,0.0,-1.3
2026-09-23T08:00:00Z,19.125,71.85,5.2,-1.8,0.0,-1.6
2026-09-23T09:00:00Z,19.125,71.85,5.2,-1.8,0.0,-1.8
2026-09-23T10:00:00Z,19.125,71.85,5.2,-1.8,0.0,-1.6
2026-09-23T11:00:00Z,19.125,71.85,5.2,-1.8,0.183,-1.489
2026-09-23T12:00:00Z,19.125,71.85,5.2,-1.8,0.34,-1.046
2026-09-23T13:00:00Z,19.125,71.85,5.2,-1.8,0.542,-0.719
2026-09-23T14:00:00Z,19.125,71.85,5.2,-1.8,0.719,-0.542
2026-09-23T15:00:00Z,19.125,71.85,5.2,-1.8,0.713,-0.363
2026-09-23T16:00:00Z,19.125,71.85,5.2,-1.8,0.497,-0.336
2026-09-23T17:00:00Z,19.125,71.85,5.2,-1.8,0.185,-0.571
2026-09-23T18:00:00Z,19.125,71.85,5.2,-1.8,-0.169,-0.679
2026-09-23T19:00:00Z,19.125,71.85,5.2,-1.8,-0.172,-0.883
2026-09-23T20:00:00Z,19.125,71.85,5.2,-1.8,-0.34,-1.046
2026-09-23T21:00:00Z,19.125,71.85,5.2,-1.8,-0.358,-1.25
2026-09-23T22:00:00Z,19.125,71.85,5.2,-1.8,-0.34,-1.046
2026-09-23T23:00:00Z,19.125,71.85,5.2,-1.8,0.0,-0.9
2026-09-24T00:00:00Z,19.125,71.85,5.2,-1.8,0.185,-0.571
2026-09-24T01:00:00Z,19.125,71.85,5.2,-1.8,0.571,-0.185
2026-09-24T02:00:00Z,19.125,71.85,5.2,-1.8,0.679,0.169
2026-09-24T03:00:00Z,19.125,71.85,5.2,-1.8,0.679,0.169
2026-09-24T04:00:00Z,19.125,71.85,5.2,-1.8,0.571,0.185
2026-09-24T05:00:00Z,19.125,71.85,5.2,-1.8,0.4,0.0
2026-09-24T06:00:00Z,19.125,71.85,5.2,-1.8,0.0,-0.4
2026-09-24T07:00:00Z,19.125,71.85,5.2,-1.8,-0.172,-0.883
2026-09-24T08:00:00Z,19.125,71.85,5.2,-1.8,-0.358,-1.25
2026-09-24T09:00:00Z,19.125,71.85,5.2,-1.8,-0.363,-1.455
2026-09-24T10:00:00Z,19.125,71.85,5.2,-1.8,-0.183,-1.489
2026-09-24T11:00:00Z,19.125,71.85,5.2,-1.8,0.0,-1.3
2026-09-24T12:00:00Z,19.125,71.85,5.2,-1.8,0.375,-0.927
2026-09-24T13:00:00Z,19.125,71.85,5.2,-1.8,0.719,-0.542
2026-09-24T14:00:00Z,19.125,71.85,5.2,-1.8,1.086,-0.172
2026-09-24T15:00:00Z,19.125,71.85,5.2,-1.8,1.3,0.0
2026-09-24T16:00:00Z,19.125,71.85,5.2,-1.8,1.1,0.0
2026-09-24T17:00:00Z,19.125,71.85,5.2,-1.8,0.883,-0.172
2026-09-24T18:00:00Z,19.125,71.85,5.2,-1.8,0.566,-0.566
2026-09-24T19:00:00Z,19.125,71.85,5.2,-1.8,0.34,-1.046
2026-09-24T20:00:00Z,19.125,71.85,5.2,-1.8,0.183,-1.489
2026-09-24T21:00:00Z,19.125,71.85,5.2,-1.8,0.0,-1.6
2026-09-24T22:00:00Z,19.125,71.85,5.2,-1.8,0.0,-1.8
2026-09-24T23:00:00Z,19.125,71.85,5.2,-1.8,0.167,-1.591
2026-09-25T00:00:00Z,19.125,71.85,5.2,-1.8,0.547,-1.289
2026-09-25T01:00:00Z,19.125,71.85,5.2,-1.8,0.919,-0.919
2026-09-25T02:00:00Z,19.125,71.85,5.2,-1.8,1.078,-0.727
2026-09-25T03:00:00Z,19.125,71.85,5.2,-1.8,1.25,-0.358
2026-09-25T04:00:00Z,19.125,71.85,5.2,-1.8,1.046,-0.34
2026-09-25T05:00:00Z,19.125,71.85,5.2,-1.8,0.719,-0.542
2026-09-25T06:00:00Z,19.125,71.85,5.2,-1.8,0.375,-0.927
2026-09-25T07:00:00Z,19.125,71.85,5.2,-1.8,0.0,-1.3
2026-09-25T08:00:00Z,19.125,71.85,5.2,-1.8,-0.382,-1.656
2026-09-25T09:00:00Z,19.125,71.85,5.2,-1.8,-0.544,-2.028
2026-09-25T10:00:00Z,19.125,71.85,5.2,-1.8,-0.544,-2.028
2026-09-25T11:00:00Z,19.125,71.85,5.2,-1.8,-0.343,-1.767
2026-09-25T12:00:00Z,19.125,71.85,5.2,-1.8,0.0,-1.4
2026-09-25T13:00:00Z,19.125,71.85,5.2,-1.8,0.375,-0.927
2026-09-25T14:00:00Z,19.125,71.85,5.2,-1.8,0.713,-0.363
2026-09-25T15:00:00Z,19.125,71.85,5.2,-1.8,0.9,0.0
2026-09-25T16:00:00Z,19.125,71.85,5.2,-1.8,0.883,0.172
2026-09-25T17:00:00Z,19.125,71.85,5.2,-1.8,0.679,0.169
2026-09-25T18:00:00Z,19.125,71.85,5.2,-1.8,0.571,-0.185
2026-09-25T19:00:00Z,19.125,71.85,5.2,-1.8,0.185,-0.571
2026-09-25T20:00:00Z,19.125,71.85,5.2,-1.8,-0.172,-0.883
2026-09-25T21:00:00Z,19.125,71.85,5.2,-1.8,-0.358,-1.25
2026-09-25T22:00:00Z,19.125,71.85,5.2,-1.8,-0.183,-1.489
2026-09-25T23:00:00Z,19.125,71.85,5.2,-1.8,0.0,-1.3
